product_name,manufacturer,cleaned_datasheet_text
KAS Panel PAC Datasheet (AKC-PNC-C1-224-10N_15N) EN (REV A),Kollmorgen,kollmorgen panel programmable automation controller the panel programmable automation controller panel pac offers computing performance at low power consumption the integrated innovative cooling concept realizes passive and fanless cooling for highest processor performance with processor technology this allows critical and highly complex realtime applications to run on one computer almost twice the performance the panel pac is ideal for running real time control and visualization simultaneously whereas previously these applications had to be run on two or more dedicated systems performance panel automation controller performance with embedded processor technology with processor ideal for running real time control and visualization simultaneously on one system or rugged computing applications fanless cooling at maximum processor performance scaleable display size and patents pending kollmorgen panel programmable automation controller with variety of interface options the panel pac easily adapts to customer specific requirements the panel pac series systems are systems compact high performance human machine interfaces for tough industrial demands optimal shock vibration and temperature resistance as well as resistance against environments with increased electromagnetic interferene are standard technical data touch screen compact flash standard free slots internal drives power supply protection class temperature humidity verified os rohs compliant resistive analog pci optional compact flash sata hdd ce fcc culus operating ms duration storage duration excluding the backlight tube windows xpe kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
KAS HMI Datasheet (AKI-CDT-MOD-15T) EN (REV A),Kollmorgen,touchscreen hmi aluminum frame and casing in appealing design in color provides protection and gives timeless look the foil print further enhances the sense of depth in the operator panel the front enclosure is classified which means that it is waterproof even when exposed to high pressure washing the operator panel is configured with the software tool electrical and mechanical specifications pixels backlight lifetime at the ambient temperature of screen size active display front rear seal touch screen material reverse side material processor ram real time clock touch screen polyester on glass million finger touch operations overlay autotex aluminum mhz risc cpu intel xscale ppm error because of ambient maximum error at coefficient battery power consumption at rated voltage power supply dc dc jack connection the power supply must conform with the requirements according to iec and iec and cul the power supply must conform with the requirements for class ii power supplies operating temperature vertical installation to horizontal installation to storage temperature relative operating humidity patents pending touchscreen hmi with pixels this ensure optimal viewing in all conditions and large viewing angles electrical and mechanical specifications certificates and approvals ce approvals noise tested according to emission and immunity ul cul approvals when product or packing is marked germanischer lloyd indoor use only serial port contact female with standard locking screws unc serial port contact male with standard locking screws unc host type usb max output current ma device type compact flash type and ii field buses expansion modules profibus dp slave front panel cut out dimensions mounting depth mm mm including clearance kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
KAS IO Module Datasheet (AKT-AN-400) EN (REV A),Kollmorgen,thermocouple module the analog input terminal allows four thermocouples to be connected directly the bus terminal circuitry can operate thermocouple sensors using the technique linearization over the full temperature range which can be selected freely is realized with the aid of microprocessor the error leds indicate broken wire compensation for the cold junction is made through an internal temperature measurement at the terminals can also be used for mv measurement error led led error led led observe for earthed thermocouples differential inputs max to ground electrical and mechanical specification number of inputs power supply thermocouple sensor types connection method temperature range conversion time wiring fail indication measuring error electrical isolation current consumption bit width in the process image temperature relative humidity resistance emc protect pos via the types default setting type mv measurement in the range defined in each case for the sensor default setting type relative to full scale value vrms signal voltage input bit data bit optional no address setting configuration via bus coupler or controller no condensation ip variable kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
KAS IO Module Datasheet (AKT-AT-420_820) EN (REV A),Kollmorgen,channel analog output terminals ma the analog output terminals generate signals in the range between to ma the power is supplied to the process level with resolution of bits and is electrically isolated the output stage is powered by the supply in the bus terminal the four outputs are versions the variants combine all eight channels in one housing and are particularly suitable for installation in control cabinets the use of single conductor connection technology enables the connection of actuator technology with minimum space requirements the bus terminals have common ground potential the power contacts are connected through the reference ground of the outputs is the power contact the leds indicate the data exchange with the bus coupler run led led output vpower contact output contact run led led output output electrical and mechanical specification run led led led led output output contact output contact run led led led led output output output output output number of outputs power supply signal voltage measuring error conversion time electrical isolation dc via the power contacts relative to full scale value relative to full scale value vrms signal voltage current consumption bit width in the process image output bit data bit optional output bit data bit optional temperature relative humidity resistance emc protect pos pluggable wiring no condensation ip variable for all bus terminals kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
KAS IO Module Datasheet (AKT-DT-2RT) EN (REV A),Kollmorgen,relay output terminal ac the output terminal has two relays each of which has single contact the relay contact is connected to the power contacts which are suitable for use at up to ac and can be generally used for switching devices requiring mains power the bus terminal indicates its signal state by means of light emitting diode the bus terminals have contacts the power contacts are not looped through signal led signal led output output power contact power contact pe electrical and mechanical specification number of outputs rated load voltage ohmic switching current inductive switching current minimum permitted load lamp test electronic ballast electrical isolation current consumption bit width in the process image operating cycles mech min operating cycles electr min temperature relative humidity resistance emc protect pos pluggable wiring make contacts vrms field potential outputs no address or configuration settings no condensation ip variable for all bus terminals kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
KAS IO Module Datasheet (AKT-EM-000) EN (REV A),Kollmorgen,end module the end terminal is necessary for data exchange between the bus coupler and the bus terminals each bus terminal block has to be terminated at the right hand end with end terminal the end terminal does not have any other function or connection facility electrical and mechanical specification current consumption electrical isolation bit width in the process image permissible ambient temperature range permissible relative humidity emc resistance resistance protect pos veff voltage no address or configuration settings ip variable kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
KAS IO Module Datasheet (AKT-SM-L15) EN (REV A),Kollmorgen,the bus terminal is intended for the direct connection of different small stepper motors the slimline pwm output stages for two motor coils are located in the bus terminal together with two inputs for limit switches the terminal can be adjusted to the motor and the application by changing just few parameters ensures particularly quiet and precise motor operation in many applications integrated monitoring makes an encoder system or limit switch unnecessary power ledturn cw ledenablelederror led contact power contact power ledturn ccw ledstall detect lederror led input input electrical and mechanical specification number of outputs number of inputs output current maximum step frequency step pattern current controller frequency diagnostics led power supply electrical isolation current consumption bit width in the process image temperature relative humidity resistance emc protect pos pluggable wiring stepper motor phases peak current and full step half step up to micro stepping approx khz error phase and loss of power enable approx positions in typ applications per revolution dc for output stage over power contacts vrms signal voltage input bit data bit no condensation ip variable for all bus terminals kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
KAS Panel PAC Datasheet (AKC-PNC-D1-224-15N_17N) EN (REV A),Kollmorgen,kollmorgen panel programmable automation controller the panel programmable automation controller panel pac offers supreme computing performance at low power consumption the integrated innovative cooling concept realizes passive and fanless cooling for highest processor performance up to duo processor technology this allows critical and highly complex realtime applications to run on one computer almost twice the performance the panel pac is ideal for running real time control and visualization simultaneously whereas previously these applications had to be run on two or more dedicated systems panel automation controller high performance with embedded processor technology up to duo processors ideal for running real time control and visualization simultaneously on one system or rugged computing applications fanless cooling at maximum processor performance scaleable display size and patents pending kollmorgen panel programmable automation controller with variety of interface options the panel pac easily adapts to customer specific requirements the panel pac series systems are systems compact high performance human machine interfaces for tough industrial demands optimal shock vibration and temperature resistance as well as resistance against environments with increased electromagnetic interferene are standard technical data touch screen compact flash standard free slots internal drives power supply protection class temperature humidity verified os rohs compliant resistive analog resistive analog pci optional compact flash sata hdd ce fcc culus operating ms duration storage duration excluding the backlight tube windows xpe kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
KAS HMI Datasheet (AKI-CDF-MOD-06T) EN (REV A),Kollmorgen,keypad hmi aluminum frame and casing in appealing design in color provides protection and gives timeless look the front enclosure is classified which means that it is waterproof even when exposed to high pressure washing the function keys can be used for controlling with an explanatory text in the display or on text strip and the leds for status indication the operator panel is configured with the software tool electrical and mechanical specifications pixels colors led backlight lifetime at the ambient temperature screen size active display function keys front rear seal keyboard material with integrated led and text strip with integrated led and text strip membrane switch keyboard with metal domes overlay film of autotex with print on reverse side million operations reverse side material aluminum processor ram flash memory real time clock mhz risc cpu intel xscale mb with mb for applications and fonts ppm error because of ambient maximum error at coefficient power consumption at rated voltage power supply dc dc jack connection the power supply must conform with the requirements according to iec and iec and cul the power supply must conform with the requirements for class ii power supplies operating temperature vertical installation to horizontal installation to storage temperature relative operating humidity keypad hmi with pixels this color display ensures good viewing in all conditions and large viewing angles the front foil print enhances the look and feel of the operator panel and helps in guiding the operator hand and eye the lines from function keys to the display help the eye make the connection from function key to the object on the screen the integrated function key text strip and led is easy to use and understand as one unit the position of cursor keys and enter key in the lower right corner make them easy and comfortable to use with both left and right hand without obscuring the view of the display and matches the symbols from pc keyboard digits are conveniently arranged to match the position on pc numeric keyboard the symbols are easy to recognize and understand house symbol for home returning you to the first screen electrical and mechanical specifications certificates and approvals ce approvals noise tested according to emission and immunity ul cul approvals when product or packing is marked germanischer lloyd serial port serial port indoor use only contact female with standard locking screws unc contact male with standard locking screws unc host type usb max output current ma field buses expansion modules profibus dp slave front panel cut out dimensions mounting depth mm mm including clearance kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
KAS IO Module Datasheet (AKT-AN-410_810) EN (REV C),Kollmorgen,analog input terminals dc the analog input terminals process signals in the range between and the voltage is digitized to resolution of bits and is transmitted electrically isolated to the automation device in the bus terminals the four inputs are versions and have common ground potential the reference ground for the inputs is separated from the power contact the variant combines all eight channels in one housing and are particularly suitable for space saving installation in control cabinets the use of single conductor connection technology enables the connection of sensor technology with minimum space requirements the power contacts are connected through for the variant the reference ground for the inputs is the power contact the leds indicate the data exchange with the bus coupler run led led input gndpower contact input contact run led led input input run led led led led input input contact input contact input electrical and mechanical specification number of inputs power supply signal voltage internal resistance conversion time measuring error electrical isolation via the relative to full scale value vrms signal voltage run led led led led input input input input current consumption bit width in the process image input bit data bit optional no address or configuration setting temperature relative humidity resistance emc protect pos pluggable wiring no condensation ip variable for all bus terminals input bit data bit optional kollmorgen corporation all rights reserved specifications are subject to change without notice it is the responsibility of the product user to determine the suitability of this product for specific application all trademarks are the property of their respective owners
Kollmorgen Motor Choke Datasheet (3YLN-24) EN DE (REV B),Kollmorgen,ausgangsdrossel datenblatt load reactor data sheet typennummer identification typ kunde type customer danaher motion type of choke core type material nr material nr core quality technische daten technical data no of phase circuit type winding resistance rated voltage rated frequency überlagerte schaltfrequ ripple frequency induktivität toleranz linear bis überlagerte strom kapazität inductance tolerance rated current linear up to ripple current capacitance weitere technische daten other technical data power losses betriebsbedingungen operating conditions protection index ambient temperature temperaturklasse vde class iso vde temperaturklasse ul class iso ul type of cooling air speed operating conditions ausführung standards typ type datum date zeichen signs bemerkung notes die angegebenen technischen daten sind typisch technical specifications are typical und fertigungsbedingt können abweichungen auftreten they can vary due to material and production tolerances schutzvermerk gemäß din beachten observe protection clause to din datei änderung document abteilung ausgangsdrossel datenblatt load reactor data sheet mechanische daten mechanical data mounting screws gewicht netto copper weight aufbauskizze construction drawing anschlüsse terminals typ type pe anschluß pe terminal schraubklemme screw terminal schraubklemme screw terminal schraubklemme screw terminal schirm anschluß screen terminal klemmbügel clamp terminal bemerkung notes einzellheiten der darstellung in der aufbauskizze sind unverbindlich technical specifications in the drawing are not binding allgemeintoleranzen din änderungen vorbehalten general tolerance to din subject to change schutzvermerk gemäß din beachten observe protection clause to din datei änderung document abteilung
eZMP Datasheet en-us revisionD,Kollmorgen,motion controller hardware specification hardware specification key benefits maximize system productivity fastest cycle times via technology and the lowest latency control available reduced settling times with dedicated motion processor executing advanced control algorithms highest end product quality improve machine repeatability precision and path control with centralized motion control and synqnet motor and network connectivity reduced development time and cost integrated motion controller and industrial pc for quick peripheral integration via ethernet usb vga serial and pci connectivity synqnet motion networks support hardware and provides rapid system optimization tools for motion and design flexibility open embedded pc architecture with windows xpe operating system allows motion and machine control development in visual basic and other third party software flexible software libraries and customizable control algorithms for motion performance operate as control or connect to host pc or factory network performance standalone machine and motion control the ezmp integrates the full power flexibility and connectivity of an industrial computer with the performance of motion and control supported features synqnet motion network master supports up to axes of servo stepper supports up to digital and analog servo update rates up to motion programing in visual basic or embedded pc module with scalable performance integrated industrial ethernet usb vga and serial port operate as or control from remote easy controller identification with removable compact flash pci expansion slot contact factory for windows xpe operating real time operating systems available upon request synqnet platform overviewlaunched in synqnet is digital machine control network specifically designed to meet the flexibility performance and safety requirements of today demanding machine control applications built on the physical layer synqnet provides synchronous connection between motion controllers servo drives stepper drives modules and custom devices network bandwidth for servo updates up to supports up to nodes with axes over bits of digital and points of analog diagnostics over synqnet fault tolerant operation using ring hotreplace allowing replacement of node without network over motion axes installed interoperable network drives and motors custom nodes ezmp connector diagram set up synqnet network hardware specification load softwareinstall the mpx software suite on the host computer or direonto the ezmp includes the programming libraryfor writing motion applications in visual basic and workbensoftware tool for complete system setup and configuration connect hardwareeasy functionality allows you to quickly setup synqnet network initialize synqnet network with workbenchworkbench is single software tool that allows you to quickly install each drive and node on the synqnet network the drive setup wizard for danaher motion drive products helps you quickly configure an drive and akm motor appropriate tuning gains and node fpga are automatically downloaded to the drive you are now ready to create motion create motion application and gui with programming librarydevelop motion application and gui in the same development environment using the programming library for visual basic enclosure mm part numbers hardware specification part number up to axes top view up to axes includes synqnet expansion card bottom view the ezmp software configuration must also be selected at time of ordering please contact danaher motion for details side view front view cpu memory zmp motion processorsystem cpu powerpc floating point mhzintel celeron cacheless default other processors available ramcompact flash mb standard gb standard operating systems windows xp embedded servo loop user network interfaces peripheral interfaces update axes update axes update axes update rate linesoutput low voltageinput high voltage on input low voltage off ethernet networksynqnet network vga interfaceserial portusb user programmablemax khzmax khzmax khz pci expansion slot additional synqnet networkadditional pci device up to total axes and total nodescontact factory for details power current power voltage operating temperaturestorage temperaturehumidity input powertypical usa canada or mexicodanaher lapatera lanesanta barbara ca ukdanaher motionchartmoor road chartwell business parkleighton buzzard ukphone
